3,3,0
3.49657240611531,3.1365549392250287,33
4.022518539879939,3.4778900595657904,33
4.548464673644568,3.819225179906552,33
5.039343993810512,3.9750099640650896,0
5.535916399925823,4.111564903290118,33
5.732929677122168,4.119241171399785,-34
5.929779077216151,4.108129458373681,33
6.45572521098078,4.449464578714438,33
6.7979251161116325,4.834342001890096,66
7.0532834434544,5.406985979119145,66
7.308641770797167,5.979629956348193,66
7.5640000981399345,6.552273933577241,66
7.819358425482702,7.124917910806289,66
7.896880810685396,7.634056090217718,99
7.970107624447087,7.817116162953543,31
